Source|StoryID|File|Full Story|Title|Sentence Number|Original Sentence|Modifier Type|Modifier|Head|Preremove Sentence Part|To Remove Part|Postremove Sentence Part|Removed Words Start Index|Removed Words End Index|Head Word Index
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k008.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_88.dat|If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt, which in turn would result in generally clean pavements. Higher fines may not be ideal, particularly for financially weaker individuals, but cleaning up after their dogs does happen to be the obligation of the owners.|[no title]|1|Higher fines may not be ideal, particularly for financially weaker individuals, but cleaning up after their dogs does happen to be the obligation of the owners.|amod|weaker|individuals|Higher fines may not be ideal, particularly for|financially weaker|individuals, but cleaning up after their dogs does happen to be the obligation of the owners.|9|10|12
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d04.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_100.dat|Anti-virus software protects the users of a computer from dangers from the internet. That's why everyone should have an anti-virus programme on his or her Windows machine. Admittedly they do not generally prevent you from catching a virus, since they can only react to publicly known threats. But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.|[no title]|1|That's why everyone should have an anti-virus programme on his or her Windows machine.|amod|anti-virus|programme|That's why everyone should have a|anti-virus|programme on his or her Windows machine.|7|7|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d04.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_100.dat|Anti-virus software protects the users of a computer from dangers from the internet. That's why everyone should have an anti-virus programme on his or her Windows machine. Admittedly they do not generally prevent you from catching a virus, since they can only react to publicly known threats. But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.|[no title]|1|That's why everyone should have an anti-virus programme on his or her Windows machine.|compound|his|machine|That's why everyone should have an anti-virus programme on|his or her Windows|machine.|10|13|15
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d04.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_100.dat|Anti-virus software protects the users of a computer from dangers from the internet. That's why everyone should have an anti-virus programme on his or her Windows machine. Admittedly they do not generally prevent you from catching a virus, since they can only react to publicly known threats. But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.|[no title]|1|That's why everyone should have an anti-virus programme on his or her Windows machine.|amod|Windows|machine|That's why everyone should have an anti-virus programme on his or her|Windows|machine.|13|13|15
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d04.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_100.dat|Anti-virus software protects the users of a computer from dangers from the internet. That's why everyone should have an anti-virus programme on his or her Windows machine. Admittedly they do not generally prevent you from catching a virus, since they can only react to publicly known threats. But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.|[no title]|2|Admittedly they do not generally prevent you from catching a virus, since they can only react to publicly known threats.|advmod|only|react|Admittedly they do not generally prevent you from catching a virus, since they can|only|react to publicly known threats.|15|15|17
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d04.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_100.dat|Anti-virus software protects the users of a computer from dangers from the internet. That's why everyone should have an anti-virus programme on his or her Windows machine. Admittedly they do not generally prevent you from catching a virus, since they can only react to publicly known threats. But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.|[no title]|2|Admittedly they do not generally prevent you from catching a virus, since they can only react to publicly known threats.|amod|known|threats|Admittedly they do not generally prevent you from catching a virus, since they can only react to|publicly known|threats.|18|19|21
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d04.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_100.dat|Anti-virus software protects the users of a computer from dangers from the internet. That's why everyone should have an anti-virus programme on his or her Windows machine. Admittedly they do not generally prevent you from catching a virus, since they can only react to publicly known threats. But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.|[no title]|3|But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.|amod|new|virus|But once a safeguard has been found against a|new|virus, everyone gets it in no time through the automatic update.|10|10|11
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d04.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_100.dat|Anti-virus software protects the users of a computer from dangers from the internet. That's why everyone should have an anti-virus programme on his or her Windows machine. Admittedly they do not generally prevent you from catching a virus, since they can only react to publicly known threats. But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.|[no title]|3|But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.|amod|automatic|update|But once a safeguard has been found against a new virus, everyone gets it in no time through the|automatic|update.|20|20|22
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b016.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_85.dat|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade. This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods. That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits). However, the effort required for the individual equally weighted modules differs strongly. It would therefore be wise to adjust the required effort for final theses accordingly.|[no title]|0|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade.|compound|bachelor|degree|The idea of the|bachelor|degree is to put together a cumulative grade from various individual assignments in order to generate a final grade.|5|5|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b016.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_85.dat|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade. This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods. That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits). However, the effort required for the individual equally weighted modules differs strongly. It would therefore be wise to adjust the required effort for final theses accordingly.|[no title]|0|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade.|amod|cumulative|grade|The idea of the bachelor degree is to put together a|cumulative|grade from various individual assignments in order to generate a final grade.|12|12|13
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b016.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_85.dat|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade. This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods. That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits). However, the effort required for the individual equally weighted modules differs strongly. It would therefore be wise to adjust the required effort for final theses accordingly.|[no title]|0|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade.|amod|various|assignments|The idea of the bachelor degree is to put together a cumulative grade from|various|individual assignments in order to generate a final grade.|15|15|17
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b016.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_85.dat|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade. This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods. That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits). However, the effort required for the individual equally weighted modules differs strongly. It would therefore be wise to adjust the required effort for final theses accordingly.|[no title]|0|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade.|amod|individual|assignments|The idea of the bachelor degree is to put together a cumulative grade from various|individual|assignments in order to generate a final grade.|16|16|17
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b016.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_85.dat|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade. This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods. That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits). However, the effort required for the individual equally weighted modules differs strongly. It would therefore be wise to adjust the required effort for final theses accordingly.|[no title]|1|This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods.|compound|working|world|This is also more akin to the real|working|world later, where performance isn't singular, but constant and has to be delivered over longer periods.|9|9|10
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b016.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_85.dat|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade. This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods. That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits). However, the effort required for the individual equally weighted modules differs strongly. It would therefore be wise to adjust the required effort for final theses accordingly.|[no title]|2|That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits).|compound|bachelor|thesis|That's why it makes sense that the|bachelor|thesis only makes up a relatively small portion of the final grade (15 out of 120 credits).|8|8|10
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b016.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_85.dat|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade. This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods. That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits). However, the effort required for the individual equally weighted modules differs strongly. It would therefore be wise to adjust the required effort for final theses accordingly.|[no title]|2|That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits).|advmod|15|credits|That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade|(15 out of|120 credits).|21|23|27
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b016.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_85.dat|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade. This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods. That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits). However, the effort required for the individual equally weighted modules differs strongly. It would therefore be wise to adjust the required effort for final theses accordingly.|[no title]|3|However, the effort required for the individual equally weighted modules differs strongly.|advmod|However|differs||However,|The effort required for the individual equally weighted modules differs strongly.|1|1|12
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b016.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_85.dat|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade. This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods. That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits). However, the effort required for the individual equally weighted modules differs strongly. It would therefore be wise to adjust the required effort for final theses accordingly.|[no title]|3|However, the effort required for the individual equally weighted modules differs strongly.|amod|individual|modules|However, the effort required for the|individual|equally weighted modules differs strongly.|7|7|11
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b016.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_85.dat|The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade. This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods. That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits). However, the effort required for the individual equally weighted modules differs strongly. It would therefore be wise to adjust the required effort for final theses accordingly.|[no title]|4|It would therefore be wise to adjust the required effort for final theses accordingly.|amod|required|effort|It would therefore be wise to adjust the|required|effort for final theses accordingly.|9|9|10
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k009.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_9.dat|Germany should by no means introduce capital punishment. If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives. Capital punishment would be murder and would have to be punished with the death penalty itself. What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life? Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|[no title]|0|Germany should by no means introduce capital punishment.|compound|capital|punishment|Germany should by no means introduce|capital|punishment.|7|7|8
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k009.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_9.dat|Germany should by no means introduce capital punishment. If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives. Capital punishment would be murder and would have to be punished with the death penalty itself. What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life? Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|[no title]|2|Capital punishment would be murder and would have to be punished with the death penalty itself.|compound|death|penalty|Capital punishment would be murder and would have to be punished with the|death|penalty itself.|14|14|15
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k009.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_9.dat|Germany should by no means introduce capital punishment. If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives. Capital punishment would be murder and would have to be punished with the death penalty itself. What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life? Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|[no title]|3|What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life?|amod|awful|crimes|What, then, ought to be done with criminals who have committed|truly awful|crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life?|12|13|16
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k009.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_9.dat|Germany should by no means introduce capital punishment. If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives. Capital punishment would be murder and would have to be punished with the death penalty itself. What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life? Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|[no title]|4|Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|compound|graver|punishment|Yes, for it is a much|graver|punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|7|7|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k009.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_9.dat|Germany should by no means introduce capital punishment. If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives. Capital punishment would be murder and would have to be punished with the death penalty itself. What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life? Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|[no title]|4|Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|advmod|forever|imprisoned|Yes, for it is a much graver punishment to be imprisoned|forever|and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|12|12|12
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k009.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_9.dat|Germany should by no means introduce capital punishment. If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives. Capital punishment would be murder and would have to be punished with the death penalty itself. What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life? Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|[no title]|4|Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.|advmod|quickly|killed|Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed|quickly and easily by|an injection.|24|27|25
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|0|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.|advmod|Actually|pay||Actually|Only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.|1|1|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|0|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.|advmod|only|people|Actually|only|those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.|2|2|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|0|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.|advmod|really|watch|Actually only those people should pay a TV & radio licence fee who|really|watch ARD, ZDF, Arte etc.|14|14|15
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|1|It is in fact good to support sophisticated programming through fees.|amod|sophisticated|programming|It is in fact good to support|sophisticated|programming through fees.|8|8|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|2|Curiously, however, there are still adverts and product placements on the public channels.|compound|product|placements|Curiously, however, there are still adverts and|product|placements on the public channels.|8|8|11
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|2|Curiously, however, there are still adverts and product placements on the public channels.|amod|public|channels|Curiously, however, there are still adverts and product placements on the|public|channels.|12|12|15
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|3|What are you paying for, then?|advmod|then|paying|What are you paying for,|then|?|6|6|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|4|That the same actors time and again get to have a laugh at exotic shooting locations?|amod|same|actors|That the|same|actors time and again get to have a laugh at exotic shooting locations?|3|3|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|4|That the same actors time and again get to have a laugh at exotic shooting locations?|advmod|again|time|That the same actors time and|again|get to have a laugh at exotic shooting locations?|7|7|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|4|That the same actors time and again get to have a laugh at exotic shooting locations?|amod|exotic|locations|That the same actors time and again get to have a laugh at|exotic|shooting locations?|14|14|16
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|4|That the same actors time and again get to have a laugh at exotic shooting locations?|compound|shooting|locations|That the same actors time and again get to have a laugh at exotic|shooting|locations?|15|15|16
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b014.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_31.dat|Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc. It is in fact good to support sophisticated programming through fees. Curiously, however, there are still adverts and product placements on the public channels. What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations? Also the scripts are often copied off each other.|[no title]|5|Also the scripts are often copied off each other.|advmod|often|copied|Also the scripts are|often|copied off each other.|5|5|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d08.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_46.dat|Although IBM's numbers haven't been staggering recently, and the mood in the stock market could be better on the whole, you should buy IBM shares if you want to invest. Because for one thing, their products will still sell in bad times, and in addition, such a share is not as sensitive as those of other IT companies.|[no title]|0|Although IBM's numbers haven't been staggering recently, and the mood in the stock market could be better on the whole, you should buy IBM shares if you want to invest.|advmod|recently|staggering|Although IBM's numbers haven't been staggering|recently,|and the mood in the stock market could be better on the whole, you should buy IBM shares if you want to invest.|7|7|8
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d08.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_46.dat|Although IBM's numbers haven't been staggering recently, and the mood in the stock market could be better on the whole, you should buy IBM shares if you want to invest. Because for one thing, their products will still sell in bad times, and in addition, such a share is not as sensitive as those of other IT companies.|[no title]|1|Because for one thing, their products will still sell in bad times, and in addition, such a share is not as sensitive as those of other IT companies.|advmod|still|sell|Because for one thing, their products will|still|sell in bad times, and in addition, such a share is not as sensitive as those of other IT companies.|8|8|10
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d08.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_46.dat|Although IBM's numbers haven't been staggering recently, and the mood in the stock market could be better on the whole, you should buy IBM shares if you want to invest. Because for one thing, their products will still sell in bad times, and in addition, such a share is not as sensitive as those of other IT companies.|[no title]|1|Because for one thing, their products will still sell in bad times, and in addition, such a share is not as sensitive as those of other IT companies.|amod|other|companies|Because for one thing, their products will still sell in bad times, and in addition, such a share is not as sensitive as those of|other|IT companies.|26|26|31
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d12.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_70.dat|I can only recommend the new smartphone XYZ-123 to everyone. Of course the camera could be better, as it only has mediocre resolution and images in dark surroundings are often snowy. But for snap shots that's still enough.|[no title]|0|I can only recommend the new smartphone XYZ-123 to everyone.|advmod|only|recommend|I can|only|recommend the new smartphone XYZ-123 to everyone.|3|3|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d12.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_70.dat|I can only recommend the new smartphone XYZ-123 to everyone. Of course the camera could be better, as it only has mediocre resolution and images in dark surroundings are often snowy. But for snap shots that's still enough.|[no title]|0|I can only recommend the new smartphone XYZ-123 to everyone.|amod|new|XYZ-123|I can only recommend the|new|smartphone XYZ-123 to everyone.|6|6|8
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d12.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_70.dat|I can only recommend the new smartphone XYZ-123 to everyone. Of course the camera could be better, as it only has mediocre resolution and images in dark surroundings are often snowy. But for snap shots that's still enough.|[no title]|1|Of course the camera could be better, as it only has mediocre resolution and images in dark surroundings are often snowy.|amod|mediocre|resolution|Of course the camera could be better, as it only has|mediocre|resolution and images in dark surroundings are often snowy.|12|12|14
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d12.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_70.dat|I can only recommend the new smartphone XYZ-123 to everyone. Of course the camera could be better, as it only has mediocre resolution and images in dark surroundings are often snowy. But for snap shots that's still enough.|[no title]|1|Of course the camera could be better, as it only has mediocre resolution and images in dark surroundings are often snowy.|amod|dark|surroundings|Of course the camera could be better, as it only has mediocre resolution and images in|dark|surroundings are often snowy.|17|17|19
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d12.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_70.dat|I can only recommend the new smartphone XYZ-123 to everyone. Of course the camera could be better, as it only has mediocre resolution and images in dark surroundings are often snowy. But for snap shots that's still enough.|[no title]|2|But for snap shots that's still enough.|amod|snap|shots|But for|snap|shots that's still enough.|3|3|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b015.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_102.dat|Well, I as an employee find it very practical to be able to shop at least on weekends. Sure, other people have to work in the shops on the weekend, but they can have days off during the week and run errands at their leisure while I'm stuck in the office. Plus, the state wants me to spend my money, and how am I supposed to do that when the shops aren't open when I'm off work?|[no title]|1|Sure, other people have to work in the shops on the weekend, but they can have days off during the week and run errands at their leisure while I'm stuck in the office.|amod|other|people|Sure,|other|people have to work in the shops on the weekend, but they can have days off during the week and run errands at their leisure while I'm stuck in the office.|2|2|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b015.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_102.dat|Well, I as an employee find it very practical to be able to shop at least on weekends. Sure, other people have to work in the shops on the weekend, but they can have days off during the week and run errands at their leisure while I'm stuck in the office. Plus, the state wants me to spend my money, and how am I supposed to do that when the shops aren't open when I'm off work?|[no title]|2|Plus, the state wants me to spend my money, and how am I supposed to do that when the shops aren't open when I'm off work?|advmod|Plus|wants||Plus,|The state wants me to spend my money, and how am I supposed to do that when the shops aren't open when I'm off work?|1|1|5
